A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
68837,1038.354,396.601742230159,227.48599588482,1.74341167985991,0.819143954694781,71427,296.050655363123,0.656641101953602,0.96373920226245,0.802307622816056,0.746468368238575,0.00576146174630154,0.00110346377859909,0.557215024780761,0.97145518239621
68272,1007.016,398.619854221491,219.954811240743,1.81228067698504,0.8339824902442,68885,294.833190462266,0.656663588796553,0.991101110546563,0.846018281437926,0.739634986416014,0.00583870187223886,0.00107786866733039,0.547059913130618,0.991426109719733
80009,1108.48,433.91331894299,236.968425857806,1.83110183296471,0.837707431467696,81004,319.171776218881,0.657644254479698,0.987716655967606,0.818263130489937,0.735565750773406,0.00542330636482134,0.000979331896243799,0.541056973710845,0.990730416300267
167176,1594.156,615.169985416186,351.075700080473,1.75224313524171,0.821160684283059,169856,461.362215759641,0.659294548207976,0.984221929163527,0.826650927905641,0.749975172224165,0.00367977452155923,0.000718105935487114,0.562462758952665,0.985571508203921
77007,1069.231,411.55272973178,240.370821428108,1.71215760418271,0.81171165227229,78077,313.126743702004,0.660380756367379,0.986295580004355,0.846441572526566,0.760842344323843,0.00534435479543132,0.00110472388748396,0.578881072916201,0.99113563091092
80320,1110.324,419.119416337277,245.751418656623,1.70546082146078,0.810056530189919,81132,319.791494935572,0.661821657520476,0.989991618596855,0.818717567265523,0.763008065172116,0.00521812022332268,0.00109096384434923,0.582181307517696,0.992887410958241
72742,1056.484,405.366258801123,230.497062972078,1.75866127565464,0.822604246055412,74140,304.332040644959,0.661856495550743,0.98114378203399,0.818972375805457,0.750758194687999,0.00557265759535239,0.00109204980894765,0.563637866891183,0.991248089994109
191756,1699.14,659.99223400991,373.001008388827,1.76941139344565,0.824981527884679,193517,494.11670902757,0.662012870439418,0.990900024287272,0.83464250550573,0.748670489689657,0.00344183354893672,0.000667010216272443,0.560507502132151,0.991768360384392
153237,1527.853,573.819136747119,342.73557504323,1.67423278623686,0.802026458607232,155159,441.709642317872,0.66214826465708,0.987612706965113,0.824917206565344,0.769771543036796,0.00374465133582045,0.000811033060002763,0.592548228469249,0.992063671529784
76477,1096.502,428.584483372014,232.053715633025,1.84691928850554,0.84073799078445,78619,312.047337214582,0.662597470109166,0.972754677622458,0.799322155824474,0.728088275057132,0.00560409643908645,0.000971452370625095,0.53011253627567,0.979075068326129
78837,1093.551,421.060698142225,242.830602847622,1.73396883755399,0.816947790425171,80747,316.825481911235,0.663784320824458,0.976345870434815,0.828441544224886,0.752446104110666,0.00534090209092463,0.00105607794020737,0.56617513959132,0.981730048649129
80534,1123.802,447.829568547623,231.75734386973,1.9323209399541,0.85567572194817,82362,320.217228605367,0.663907735175552,0.977805298560016,0.801326551473958,0.715042621334446,0.00556075158998216,0.000896687209954388,0.511285950324836,0.987968548117014
178573,1634.814,619.885913975106,373.269608102265,1.66069216598335,0.798376522069263,183684,476.829325044079,0.664534327680588,0.972175039742166,0.839631962001695,0.769221100680194,0.00347133057055157,0.000749687883049633,0.591701101731649,0.982633384249465
77736,1064.369,420.109883271715,236.451283827323,1.77672912775773,0.826571318834334,78292,314.605386555177,0.664637482900137,0.99289838042201,0.862278622927266,0.748864521122679,0.00540431567448435,0.00104841564679985,0.560798070996299,0.99638626752947
68602,1028.917,393.758928507929,223.157897230866,1.76448574482027,0.823898513252906,69599,295.544885335412,0.664876914130645,0.985675081538528,0.814302851517664,0.7505731653002,0.00573975873163945,0.00112368745787335,0.563360076468761,0.994040824129985
79236,1091.724,421.878272647707,239.861270402891,1.75884281751316,0.822644811970467,80255,317.626208878668,0.665066308544569,0.987302971777459,0.835423508201598,0.752885913951545,0.00532432571871002,0.00105526386220607,0.566837199426653,0.996977536910845
73076,1043.319,407.106750920701,230.326475406297,1.76752043030469,0.824566995816525,73830,305.029921435696,0.66564646299029,0.989787349315996,0.843626859215905,0.74926274434371,0.00557100485687095,0.00108305336120377,0.561394660061468,0.992276531122603
68033,1005.269,384.983228835885,226.31863331161,1.70106731028999,0.808958165830356,68739,294.316676297772,0.665893430428314,0.989729265773433,0.845989369370002,0.764492201875204,0.00565877190239862,0.00119232373784407,0.584448326727998,0.994185943150678
79795,1099.679,421.206000174859,243.31901398315,1.73108543093154,0.816268817329196,81264,318.744646185849,0.665923923021715,0.981923114786375,0.829189281986146,0.756742890779158,0.00527860141832019,0.00106780520016475,0.572659802744796,0.991323041411646
76761,1059.433,410.797935911075,240.557131109419,1.70769386056662,0.810610970563885,78179,312.626199627312,0.666328125,0.981862136890981,0.859416118714254,0.761021836523993,0.00535164909147972,0.00110727594579412,0.579154235666352,0.989018132568584
71014,1012.162,401.813230435126,-,1.7718502909229,0.825513912563587,71424,300.695581992524,0.668021259583275,0.994259632616487,0.871071456816493,0.748346642709846,0.00565822556728428,0.00109463990949948,0.560022697655098,0.992276379763615
57017,903.261,355.333937233619,205.457650174467,1.72947532949921,0.815887951421396,57649,269.437003995674,0.66864855990243,0.989037103852625,0.878188424865029,0.758264200974783,0.00623207003584228,0.0012708500155666,0.574964598479926,0.994387088406449
69900,1013.617,397.266054900104,225.976009817961,1.75800101621464,0.822456586799305,70844,298.327746240587,0.668669166602893,0.986674947772571,0.854947148696832,0.750952019586984,0.00568334842489419,0.00111489200987466,0.56392893572177,0.99138764207171
76592,1094.186,429.037500724599,228.813734727224,1.8750513435571,0.845914376832112,77712,312.281865003967,0.66951048951049,0.985587811406218,0.803916544935347,0.727866129362947,0.00560159678196939,0.000969834541761693,0.529789102273798,0.993381768020393
68267,1020.269,400.801883555868,218.380691489662,1.83533571957226,0.83852739139366,68866,294.822393994139,0.669967417759284,0.991301948711991,0.824121605271132,0.735581358496893,0.00587109267370572,0.00106028241036434,0.541079934968134,0.993063331790855
71943,1040.514,392.529688300728,235.733118060448,1.66514442913394,0.799588326176251,73246,302.656030118155,0.67083473201298,0.982210632662535,0.835030909994936,0.771039845236578,0.00545612065525107,0.00118951799249532,0.594502442942446,0.989932430972129
77843,1073.266,421.122808081157,237.194488562526,1.7754325179868,0.82629128244258,79040,314.821831963444,0.670915750915751,0.984855769230769,0.849209190830127,0.747577252815937,0.00540989951673441,0.00104230128779452,0.558871748927824,0.992239076430614
74215,1058.806,404.451037795616,236.069687798902,1.71326967713089,0.811984301571235,75634,307.39790632423,0.671628959276018,0.981238596398445,0.831895487338645,0.76003737807089,0.00544972091619774,0.00112174419154448,0.577656816064873,0.989681906751923
73065,1034.349,405.151947830009,231.638730975568,1.74906824141055,0.820439759030261,74003,305.006962766548,0.672344302120141,0.987324838182236,0.858193171936554,0.752821168453376,0.00554508927434488,0.00109864047564189,0.566739711671507,0.991266430830807
81641,1118.031,433.683838070838,242.094933790608,1.7913792382204,0.829686859195789,83249,322.410529715956,0.67373902422922,0.980684452666098,0.820749238740855,0.743422976401749,0.00531208385579351,0.00100089519041408,0.552677721842035,0.990055396334769
59397,965.459,384.133259875791,197.174167190768,1.9481926326796,0.858211480530593,60021,275.002925872861,0.673909097097733,0.989603638726446,0.800767988763495,0.715905011614415,0.00646721652399601,0.00104789742905312,0.512519985654636,0.998487660153417
171116,1598.192,613.7203746689,361.993918904422,1.69538863118566,0.807523598379051,174786,466.767241713578,0.673960991902196,0.979002894968705,0.841865241267023,0.76055360222544,0.00358657504072617,0.000740250987021232,0.578441781858093,0.980683620764985
61105,962.336,366.697535128544,213.656485412963,1.71629489467534,0.812722860616549,61842,278.928848240984,0.674604488899193,0.988082532906439,0.829150080507351,0.760651003948548,0.00600110523080834,0.00123923244747221,0.578589949807933,0.993030976965816
180028,1630.826,625.624976819541,371.440425227449,1.68432118404033,0.804678357295457,183263,478.767969646657,0.674610847554167,0.98234777341853,0.850618193367873,0.765263516301005,0.00347515373619404,0.000735187002660972,0.585628249381379,0.986386066405509
78718,1091.648,432.709182380279,234.399275521162,1.84603464075644,0.840570835062596,79995,316.586276522629,0.674793193605075,0.984036502281393,0.830077550542047,0.73163752796076,0.00549695345893289,0.000971595998325062,0.535293472320532,0.988170292874503
66455,983.999,380.874379676327,224.544097656883,1.69621194077578,0.80773263755379,67706,290.883368285942,0.675273340649514,0.981523055563761,0.862478369908174,0.763725217046994,0.0057313126126902,0.00120276943343124,0.583276207153479,0.989360067344137
80599,1106.493,434.394910284079,239.280659892285,1.81542006144428,0.834613040492392,82146,320.346428208759,0.675667292602777,0.981167677062791,0.827260286243731,0.737454377629018,0.00538958188419309,0.00098327606870298,0.543838959084203,0.987296156516434
74667,1050.308,405.438492570372,236.86359731815,1.71169608652779,0.811598317998114,76093,308.332575455044,0.675719457013575,0.981259774223647,0.850560518305255,0.76049161859373,0.00542995557033726,0.00112035012501735,0.578347501951311,0.989955155743182
77282,1066.269,411.803179811429,240.602273231953,1.71155149234367,0.811562788076233,77964,313.685349508425,0.67588462682129,0.991252372890052,0.854190330337384,0.761736103281345,0.00532857819170608,0.0011066473934454,0.580241891042248,0.993113874533675
217182,1811.572,704.304208838396,396.825745805403,1.77484504542146,0.826164169166251,220372,525.856169313123,0.675989790836653,0.985524476793785,0.831615342681709,0.746632155131395,0.00324292164561702,0.000621645761786995,0.557459575076151,0.989404364846661
69479,1008.56,384.724616735481,231.938063630019,1.6587385904419,0.797841135415082,70402,297.42799183778,0.676372380090145,0.986889577000653,0.858341169348311,0.773093217589136,0.00553727913089539,0.0012201230510384,0.597673123082323,0.991383473726579
80259,1093.858,430.846344105797,239.163113071082,1.80147489541059,0.831783143460664,81078,319.670037102165,0.676400687702265,0.989898616147414,0.842910984640067,0.741958337294531,0.0053681997546169,0.00100352109874309,0.550502174280865,0.991715846835922
70383,1043.44,402.492771875126,225.138784131409,1.78775404436847,0.828924123700024,71642,299.356675016768,0.676746601026903,0.982426509589347,0.812349047735203,0.74375664840422,0.00571860778703843,0.00107942759804546,0.553173952045479,0.988938970008594
67922,1003.522,388.24698914233,224.643706074435,1.72827895304436,0.815604146066322,68623,294.076480456193,0.676884747620709,0.98978476604054,0.847552352646862,0.757446905398629,0.00571607121613513,0.0011606096469565,0.57372581449796,0.991558250015056
137075,1432.713,526.898061463492,334.117512130015,1.57698427150523,0.773233229408854,139517,417.767053026651,0.676997160143227,0.982496756667646,0.839169547555265,0.792880224053732,0.00384386694483671,0.000937083848178551,0.628659049695496,0.991385433509223
66966,991.524,379.882027701888,226.435750041131,1.67765923725774,0.802933508454196,68108,291.999587932475,0.677183508782574,0.983232513067481,0.855968456863002,0.768658600931815,0.00567275972436592,0.00122154119069947,0.590836044786456,0.991221548240825
72836,1041.011,405.720526826226,232.126413312557,1.74784300087352,0.820160321399858,74256,304.528611923954,0.677342558494216,0.980876966171084,0.844588792451603,0.750587145063002,0.00557032960110696,0.0010905991252432,0.563381062333827,0.984701646624867
64109,981.018,373.499007569404,220.407764677926,1.69458189513053,0.807318419009489,65040,285.702842081465,0.678043363299841,0.985685731857319,0.83709532138809,0.764936013995633,0.0058259995877241,0.00123041224931309,0.585127105507527,0.991545799343189
80946,1093.51,422.837809518166,245.39768518042,1.72307171197352,0.814360822651153,81704,321.035275613339,0.678280542986425,0.990722608440223,0.850667300223769,0.759239756679203,0.00522370233882052,0.00107071515481263,0.576445008122295,0.993256087003871
74929,1062.433,423.197531132471,227.182689521348,1.86280711802518,0.843694105837321,75651,308.873057820622,0.678508041147494,0.990456173745225,0.834174091564288,0.729855528679673,0.00564798050330941,0.000988599895617666,0.532689092744285,0.992297033658427
66519,983.728,382.919291943059,223.509386088808,1.71321347458273,0.811970537204363,67640,291.023403313614,0.67890385793019,0.983426966292135,0.863784705168724,0.760012382340061,0.00575654011550173,0.00118474250565652,0.577618821310215,0.989584347841252
77949,1084.24,434.377510234501,230.317267511155,1.88599628212185,0.847857763337727,79294,315.036107886955,0.679152072769094,0.983037808661437,0.833238947024826,0.725258790946339,0.0055725860528615,0.000951061394079256,0.526000313844945,0.99203463630649
81401,1126.97,443.129959416508,236.742028417304,1.87178407813338,0.845326744506349,82933,321.936285902952,0.67942875267094,0.981527256942351,0.805406061283893,0.726505349191153,0.00544379011826032,0.000935484079578397,0.527810022403359,0.987946396213828
72849,1035.198,404.144668166541,231.203279422651,1.7480057773218,0.82019748476645,73725,304.555787327071,0.67981522956327,0.988118006103764,0.854253191609789,0.753581109231827,0.00554770371819162,0.00110360341030992,0.56788448819107,0.992665366209427
69993,1026.528,398.041664637214,227.818583683721,1.7471869862461,0.820010424808956,72098,298.526138645594,0.679840707105046,0.970803628394685,0.834685506930224,0.74998716256922,0.00568687818263561,0.00110986206356388,0.56248074401863,0.982759035963373
208502,1770.466,674.486185231023,401.017155091025,1.68193848235227,0.804057112716083,212629,515.240712246588,0.679936996370443,0.980590606173194,0.835881873071359,0.76390106058304,0.00323491470216604,0.000679502483609439,0.583544830359894,0.981486506360033
76489,1079.856,423.766238455944,234.103967336644,1.81016256698702,0.833554938748619,78182,312.071817915761,0.68005334518782,0.978345399196746,0.824284542432641,0.736424447244409,0.00554022458727326,0.00100512464752359,0.542320966499233,0.981689112849132
76574,1077.011,418.75224764474,236.70298285841,1.76910422753408,0.824914296333488,78444,312.24516793467,0.680162015242223,0.976161338024578,0.829565954112575,0.74565610021411,0.00546859570669862,0.00104282126971229,0.556003019786514,0.983627292826037
78844,1086.074,411.130372498904,246.75185359991,1.66616933774091,0.799865649782223,80130,316.839547192422,0.680463976248835,0.983951079495819,0.839962077787328,0.770654683736037,0.00521447887599442,0.00113456652077368,0.593908641564292,0.98955236799378
68609,996.685,380.281067865702,231.096691561181,1.64554959786184,0.794166904605979,69346,295.559963331867,0.680644841269841,0.989372133937069,0.867910832633509,0.777214508707137,0.00554272861965197,0.00124757589523169,0.604062392544877,0.994014627135683
73658,1040.73,405.862881137685,234.026890030187,1.73425746539354,0.817015537979078,75124,306.242189102192,0.680657204110298,0.980485597146052,0.854581799465162,0.754545939859679,0.00551009912212774,0.0011017471111987,0.569339575358727,0.98738140890986
78653,1077.393,411.932284370884,244.733860884012,1.6831846761332,0.804382423193924,79673,316.455541762275,0.681367707954329,0.987197670478079,0.851484716629154,0.768222238870098,0.00523733722007914,0.00112522092917084,0.590165408294586,0.993357371625342
69890,1019.567,397.652402868701,225.353982833103,1.76456789389519,0.823916661696432,70522,298.306405867424,0.681421537561546,0.991038257565015,0.84487675929593,0.750168749680411,0.00568968955313637,0.00111148653854849,0.562753152997071,0.993016145966919
72611,1084.358,421.75849371467,221.20702136445,1.9066234476337,0.851418201233976,73817,304.057883605679,0.681563039723662,0.983662300012192,0.776009264484593,0.720928892095726,0.00580846557291141,0.00096785635351061,0.519738467458371,0.990945548693336
76106,1067.897,424.817613773642,229.627189651896,1.85003184691519,0.84132394676868,76853,311.289525669616,0.681953405017921,0.990280145212288,0.838629292591428,0.732760402527664,0.00558192013472843,0.00099268475271761,0.536937807512504,0.99335204371095
70870,1024.464,409.465899840805,222.709294266384,1.83856673422457,0.839148787575611,71660,300.390556668117,0.682229495571814,0.988975718671504,0.848552843801133,0.733615563066191,0.00577770424496691,0.00103230781127418,0.538191794372925,0.989501529766692
79337,1098.328,428.718230940857,237.545763315252,1.80478163431564,0.83246099366569,80444,317.828579206864,0.682292741658067,0.986238874247924,0.826459407669329,0.741346078307338,0.00540376156069497,0.00100683874210362,0.549594007821669,0.991897171646477
77684,1064.664,402.266504464214,247.689077736727,1.62407849445743,0.787954253046752,78407,314.500144345287,0.682312435224059,0.99077888453837,0.861224359034907,0.78182036250862,0.00517824139416371,0.00119341080227025,0.61124307923311,0.992706739868435
56376,921.455,350.692292829017,205.398729729478,1.70737323103653,0.810531518606704,57032,267.918182611762,0.682650392327812,0.988497685509889,0.834364582377707,0.763969405915595,0.00622059551633705,0.00130712040408442,0.583649253175026,0.996507111185501
71433,1030.846,413.681025247967,221.794356500954,1.86515577661322,0.844123839994086,72292,301.581366133697,0.682772265871423,0.988117634039728,0.844736332183932,0.729019093764149,0.0057911753006029,0.00100902537132436,0.531468839072701,0.991272175286372
77093,1063.375,400.007896989881,247.250967256718,1.61782136356441,0.786087514824845,77813,313.301542004293,0.682873466495416,0.990747047408531,0.856745670728085,0.783238391946593,0.00518864095300327,0.00120450678375744,0.613462378619085,0.992472541872993
70080,1015.39,392.619581780149,229.127507873903,1.71354188514206,0.812050944606597,70817,298.711612253424,0.683120832845947,0.989592894361523,0.854157961492636,0.760816897871108,0.00560244837015052,0.00115791911896983,0.578842352086216,0.991870615193876
79763,1088.402,427.443304025891,242.788526301605,1.7605580895322,0.823027375563535,82134,318.680727071329,0.683159751961355,0.971132539508608,0.846121404784691,0.745550869717275,0.00535891709220931,0.00102132961597132,0.555846099336186,0.97859934672124
76105,1095.088,420.100856950835,237.154746994171,1.7714208223762,0.825420348639753,79400,311.287480557875,0.683653578390421,0.958501259445844,0.797489574645416,0.740982731664139,0.0055200165160086,0.0010264847176628,0.549055408624449,0.972608183475623
169165,1581.568,591.855812792651,366.376666247572,1.61542987672887,0.785367123881009,171119,464.09866147741,0.683992398512049,0.988581045938791,0.849854617792222,0.78414142675659,0.00349868952083853,0.000815948524039089,0.614877777155861,0.993291931754214
66306,1026.124,388.039309588621,221.154135912919,1.75461023139723,0.821695228927029,68370,290.557087769701,0.684124183613458,0.969811320754717,0.791339788274466,0.748782611941389,0.00585225031804997,0.00113481654692762,0.560675399945769,0.983766793237581
64564,997.3,386.643951108433,214.293814008419,1.80427023942578,0.832356442135,65459,286.71490712253,0.68448449509674,0.986327319390764,0.815734170162261,0.74154763394222,0.00598853774717231,0.00111700924664075,0.549892893405305,0.992155382442925
67766,996.422,392.893832394257,222.23676748644,1.76790652977001,0.824651760573204,69060,293.738575928534,0.68483709273183,0.981262670141906,0.857699387530224,0.747628371100966,0.00579780173529877,0.0011173422406063,0.558948181275083,0.988168139479292
176119,1613.423,612.208811407385,369.612278191848,1.65635409733228,0.797184594518119,177629,473.541630038175,0.685048037652184,0.991499135839305,0.850197037833867,0.773496920028915,0.00347610883213841,0.000767551425852807,0.598297485294218,0.990992491190676
67943,1015.562,383.738164787472,227.10511507653,1.68969406372974,0.806067865312414,68691,294.121937957612,0.685185558693021,0.989110654962076,0.82783102514751,0.766465170647039,0.00564794261053342,0.00120237444257501,0.587468857814995,0.992642641676087
170598,1620.307,614.40281573251,357.444040523646,1.71887833080788,0.813349954100093,172462,466.060210544442,0.685226095129455,0.989191821966578,0.816562032916244,0.758558064205468,0.00360146552557773,0.000735553630497551,0.575410336771147,0.989060359198791
68632,1009.219,390.756361635709,226.278945379638,1.72687901200936,0.815271175852238,69718,295.609499905304,0.685634365634366,0.984422961071746,0.846770427869991,0.756505917569404,0.0056935010146245,0.00115029301663622,0.572301203317526,0.988294936556735
70966,1032.731,386.490194060094,237.08903538725,1.63014790384051,0.78974034250297,72555,300.593941275728,0.685661835748792,0.978099372889532,0.836153021819391,0.777753086353827,0.00544613186681078,0.001229234917218,0.604899863332903,0.986076244245544
66358,981.292,376.385556085564,226.569450359474,1.66123700917486,0.79852543834746,67547,290.670999085798,0.686083540115798,0.982397441781278,0.865977554562183,0.772269271193073,0.00567204490921311,0.00124449868328579,0.59639982722908,0.990761465258439
61355,968.9,371.153746840059,212.881449107774,1.74347623240839,0.819158825183652,62711,279.498859151922,0.686113347647164,0.97837699925053,0.821300169872792,0.753054122534201,0.00604928281052986,0.00120001980305282,0.567090511465755,0.98870882836486
132851,1369.46,511.975750525365,333.404973189232,1.53559722168505,0.75889549314534,134466,411.279888588794,0.686341468454878,0.987989528951557,0.890176220175937,0.803319079403192,0.00385375910249351,0.00098995773611271,0.645321543333192,0.99095396903596
70722,1029.555,400.557215079918,226.226462845141,1.77060282887467,0.825241922989924,71420,300.076735324084,0.686441418268997,0.990226827219266,0.838427073859738,0.749148246560015,0.0056638275936755,0.00110042603585536,0.561223095323945,0.993703200210377
76819,1063.539,416.671107582335,235.123124598422,1.77214005765697,0.825576996667246,77533,312.744286257975,0.686668692791762,0.990791018018134,0.853437404400601,0.750578287207439,0.00542406315602045,0.00106191190143746,0.563367765227252,0.998366583951903
72035,1049.221,407.556234285033,227.199471124231,1.79382562938355,0.830198571949276,73039,302.849485066423,0.686852217359383,0.98625391913909,0.822279524068806,0.743086375792301,0.00565775295738228,0.00106409631215036,0.552177361888137,0.990509903720334
74393,1079.366,421.106674500972,227.267558363919,1.852911508939,0.841863070498953,75487,307.766322802679,0.687093616078026,0.985507438366871,0.802425033875906,0.730851210485786,0.00566056852796596,0.000996221012173204,0.534143491868539,0.989720623508081
79796,1110.388,431.547632918822,238.290287590539,1.81101645930431,0.833727508220574,81173,318.74664345164,0.687517231872071,0.983036231259162,0.813282572868782,0.738612887981243,0.00540813615868993,0.000992875753723456,0.545548998291992,0.987998215263774
77402,1066.856,404.65492220962,245.686574676564,1.64703717629801,0.794586597702076,78556,313.928793266229,0.687565512462913,0.985309842660013,0.854575501568729,0.775793833303744,0.0052279646806235,0.00116814754367492,0.601856071792118,0.991279325022305
163401,1564.022,572.728507076668,367.594899885047,1.55804258235293,0.766846132586893,166883,456.123464480036,0.687674126945382,0.979135082662704,0.839419122914335,0.796404332670972,0.00350504897201772,0.000869777781038052,0.634259861097097,0.988203871866534
202363,1709.543,628.335887040537,413.007640126405,1.52136625571437,0.753625609898684,204085,507.598831747318,0.687692004458581,0.991562339221403,0.870123534005463,0.807846316304022,0.00310499393189732,0.000815747054713309,0.652615670765978,0.992867459453758
68045,1028.051,401.016865761457,217.559045332276,1.8432553109846,0.840043891597012,69048,294.342631675237,0.687705290818131,0.985473873247596,0.809052608980981,0.73399065427419,0.005893406800815,0.00105513566591368,0.538742280561854,0.993039569897593
68043,1001.937,383.80830450613,227.356172698934,1.68813672375797,0.805666724913593,69027,294.338305937937,0.687900600521665,0.98574470859229,0.851750677844732,0.766888841336251,0.00564067287606557,0.00120348408406842,0.588118494966058,0.99282442927347
79101,1088.63,417.479494650353,243.390766013498,1.71526431133053,0.812471774146204,80327,317.35551236444,0.688002296211251,0.984737385934991,0.83874750527775,0.760170299214889,0.00527780299427761,0.00108711759945519,0.577858883808455,0.99118072038194
74322,1055.499,398.886019528047,239.43748546303,1.66592970501954,0.799800863516508,75366,307.619423060064,0.688071101235939,0.986147599713399,0.838323421046469,0.771196301700503,0.00536699792158509,0.00117103787770751,0.594743735756533,0.990801256271102
70419,1051.305,409.803512323599,220.305317323785,1.8601616942423,0.843207858051537,71179,299.433223775695,0.68845198756428,0.989322693491058,0.800649169811463,0.730675103485325,0.00581950201399621,0.00102320540253174,0.53388610685329,0.993114485056639
73629,1057.375,405.425868854654,234.525169762997,1.72870941427892,0.815706339657472,75311,306.181897634895,0.688623482538673,0.977665945213846,0.827562285208674,0.755210560440734,0.00550633403760277,0.00110487852832446,0.570342990601207,0.985957297220299
77593,1059.919,405.248927100935,245.893131720477,1.64806932290247,0.794877001640793,78724,314.315885686097,0.688833848229821,0.985633351963823,0.867934701969094,0.775611888561053,0.00522275111287017,0.00116588824149471,0.601573801677244,0.991435328006082
156974,1473.74,550.854918230331,366.741733039155,1.50202409108297,0.746158557868048,158564,447.063199441933,0.689189782496071,0.989972503216367,0.908230007400155,0.811580662433154,0.00350921119567783,0.000939109061532794,0.658663171635437,0.989327951705544
66734,975.556,366.179301062797,234.776157139146,1.55969543724055,0.767414902795119,68092,291.493340881668,0.68930825405679,0.980056394290078,0.88115561369137,0.796039918246715,0.00548714749697001,0.0013591449719871,0.633679551442237,0.988347105057095
70211,1029.422,389.825900036271,231.95891830651,1.68058164300092,0.80370194546617,71738,298.990671552476,0.689397509917128,0.978714210042098,0.832584136423121,0.766985137531026,0.00555220549538208,0.00118520394351214,0.588266201193488,0.988629378923662
